[ID];[content language];[target country];[title];[description];[condition];[price];[currency];[weight];[unit];[quantity];[expiration date];[product type];[brand];[GTIN];[MPN];[product information homepage];[product image URL]
92;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
93;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
94;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
95;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
96;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
97;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
98;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
99;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
100;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
101;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
102;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
103;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
104;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
105;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
106;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
107;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
108;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
109;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
110;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
111;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
112;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
113;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
114;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
115;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
116;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
117;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
118;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
119;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
120;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
121;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
122;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
123;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
124;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
125;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
126;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
127;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
128;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
129;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
130;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
131;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
132;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
133;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
134;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
135;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
136;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
137;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
138;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
139;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
140;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
141;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
142;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
143;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
144;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
145;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
146;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
147;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
148;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
149;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
150;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
151;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
152;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
153;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
154;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
155;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
156;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
157;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
158;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
159;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
160;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
161;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
162;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
163;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
164;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
165;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
166;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
167;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
168;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
169;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
170;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
171;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
172;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
173;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
174;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
175;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
176;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
177;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
178;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
179;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
180;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
181;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
182;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
183;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
